Name	Link
LAPTOP DELL VOSTRO 3500 (7G3982) (I7 1165G7/8GB RAM/512GB SSD/MX330 2G/15.6 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-vostro-3500-7g3982-den
LAPTOP DELL VOSTRO 3400 ((YX51W2) (I5 1135G7/8GB RAM/256GB SSD/MX330 2G/14.0 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-vostro-3400-yx51w2-den
LAPTOP HP SPECTRE X360 CONVERTIBLE 13-AW2101TU (2K0B8PA) (I7 1165G7/16GB RAM/1TB SSD+32GB SSD/13.3 UHD TOUCH/BÚT/WIN10)	https://www.hanoicomputer.vn/laptop-hp-spectre-x360-convertible-13-aw2101tu-2k0b8pa
LAPTOP DELL INSPIRON 3501 (70234074) (I5 1135G7 8GBRAM/512GB SSD/MX330 2G/15.6 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-inspiron-3501-70234074-den
LAPTOP DELL INSPIRON 3501(70234075) (I7 1165G7 8GB RAM/512GB SSD/MX330 2G/15.6 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-inspiron-3501-70234075-den
LAPTOP DELL VOSTRO 15 3500 (P90F006V3500A) (I5 1135G7/4GB RAM/256GB SSD/MX330 2G/15.6 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-vostro-15-3500-p90f006v3500a-den
LAPTOP DELL VOSTRO 15 3500 (P90F006V3500B) (I5 1135G7/8GB RAM/256GB SSD/MX330 2G/15.6 INCH FHD/WIN10/ĐEN)	https://www.hanoicomputer.vn/laptop-dell-vostro-15-3500-p90f006v3500b-den
LAPTOP MSI GAMING GL65 LEOPARD 10SCXK (093VN) (I7-10750H/8GBRAM/512GB SSD/GTX 1650 DDR6/15.6 INCH FHD 144HZ/WIN 10/ĐEN)	https://www.hanoicomputer.vn/laptop-msi-gaming-gl65-leopard-10scxk-093vn-den
LAPTOP ASUS GAMING TUF FX506LH-HN002T (I5 10300H/8GB RAM/512GB SSD/15.6 FHD 144HZ /GTX 1650 4GB/WIN10/XÁM)	https://www.hanoicomputer.vn/laptop-asus-gaming-tuf-fx506lh-hn002t-xam
LAPTOP MSI GAMING GF65 THIN (10UE-228VN) ( I7 10750H 16GB RAM/512GBSSD/RTX 3060 6G/15.6 INCH FHD 144HZ/WIN10/ĐEN/BA LÔ)	https://www.hanoicomputer.vn/laptop-msi-gaming-gf65-thin-10ue-228vn-den-ba-lo
LAPTOP MSI GAMING GF63 10SC (020VN) (I7 10750H/8GB RAM/512GBSSD/GTX1650 4G DDR6/15.6 INCH FHD 144HZ/WIN10)	https://www.hanoicomputer.vn/laptop-msi-gaming-gf63-10sc-020vn
LAPTOP MSI GAMING GF75 THIN (10SC-013VN) (I7 10750H 8GB RAM/512GB SSD/GTX 1650 4G/17.3 INCH FHD 144HZ/WIN 10)	https://www.hanoicomputer.vn/laptop-msi-gaming-gf75-thin-10sc-013vn
LAPTOP MSI CREATOR 15 (A10SDT-483VN) (I7 10750H 16GB RAM/512GB SSD/GTX1660TI 6G/15.6 INCH FHD TOUCH/WIN 10/XÁM)	https://www.hanoicomputer.vn/laptop-msi-creator-15-a10sdt-483vn-xam
