Name	Link
"Laptop ASUS FA506QM-HN016T 90NR0606-M03570 ( 15.6"" Full HD/ 144Hz/Ryzen 7 5800H/16GB/512GB SSD/NVIDIA GeForce RTX 3060/Windows 10 Home 64-bit/2.3kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-fa506qm-hn016t-amd-ryzen-7-5800h-xam-s210901944.html?sku=210901944
"Laptop ASUS ROG Flow GV301QC-K6029T 90NR04G5-M00510 ( 13.4"" WUXGA/AMD Ryzen 9 5980HS/32GB/1TB SSD/NVIDIA GeForce RTX 3050/Windows 10 Home 64-bit/1.3kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-flow-gv301qc-k6029t-amd-ryzen-9-5980hs-den-s210902962.html?sku=210902962
"Laptop ACER Nitro 5 Eagle AN515-57-720A NH.QEQSV.004 ( 15.6"" Full HD/ 144Hz/Intel Core i7-11800H/8GB/512GB SSD/NVIDIA GeForce RTX 3050Ti/Windows 11/2.2kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-nitro-5-eagle-an515-57-720a-i7-11800h-den-s211000000.html?sku=211000000
"Laptop Dell Vostro 14 3400 3400-YX51W3 ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit + Office/1.6kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-14-3400-3400-yx51w3-i5-1135g7-den-s211000018.html?sku=211000018
"Laptop Dell Vostro 15 3510 3510-7T2YC1 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit + Office/1.7kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3400-3400-v3510-i5-1135g7-den-s211000019.html?sku=211000019
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L50082VN ( 16"" WQXGA/ 120Hz/Ryzen 7 5800H/16GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/1.9kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-5-pro-16ach6-82l50082vn-amd-ryzen-7-5800h-xam-s211000489.html?sku=211000489
"Laptop ASUS ROG Zephyrus GX703HS-K4016T 90NR06F1-M00290 ( 17.3"" WQHD/ 165Hz/Intel Core i9-11900H/32GB/2TB SSD/NVIDIA GeForce RTX 3080/Windows 10 Home 64-bit/2.6kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-zephyrus-gx703hs-k4016t-i9-11900h-den-s211000567.html?sku=211000567
"Laptop Lenovo Ideapad 1 11IGL05 81VT006FVN ( 11.6"" Intel Pentium Silver N5030/4GB/256GB SSD/Windows 11/1.2kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-1-11igl05-81vt006fvn-n5030-xam-s211000648.html?sku=211000648
"Laptop ACER Aspire 7 A715-42G-R1SB NH.QAYSV.005 ( 15.6"" Full HD/ 144Hz/AMD Ryzen 5 5500U/8GB/256GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.1kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r1sb-nh-qaysv-005-amd-ryzen-5-5500u-den-s211001889.html?sku=211001889
"Laptop ACER Aspire 7 A715-42G-R6ZR NH.QAYSV.003 ( 15.6"" Full HD/ 144Hz/AMD Ryzen 5 5500U/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.1kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-42g-r6zr-nh-qaysv-003-amd-ryzen-5-5500u-den-s211001890.html?sku=211001890
"Laptop ACER Predator Helios 300 PH315-54-74RU NH.QC1SV.002 ( 15.6"" Quad HD (2K)/ 165Hz/Intel Core i7-11800H/16GB/512GB SSD/NVIDIA GeForce RTX 3070/Windows 10 Home 64-bit/2.3kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-predator-helios-300-ph315-54-74ru-nh-qc5sv-002-i7-11800h-den-s211001891.html?sku=211001891
"Laptop HP Envy 13-ba1535TU 4U6M4PA ( 13.3"" Full HD/Intel Core i7-1165G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.3kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-hp-envy-13-ba1535tu-4u6m4pa-i7-1165g7-vang-s211001906.html?sku=211001906
"Laptop Dell Alienware M15 R6 (P109F001BBL) P109F001 ( 15.6"" 165Hz/Intel Core i7-11800H/32GB/1TB SSD/NVIDIA GeForce RTX 3060/Windows 10 Home 64-bit/2.7kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-dell-alienware-m15-r6-p109f004bbl-i7-11800h-den-s211002601.html?sku=211002601
"Laptop ACER TravelMate P2 TMP214-53-51CU NX.VPNSV.01S ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Pro 64-bit/1.6kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-51cu-nx-vpnsv-01s-i5-1135g7-den-s211006748.html?sku=211006748
"Laptop ACER TravelMate P2 TMP214-53-5571 NX.VPNSV.01V ( 14"" Full HD/Intel Core i5-1135G7/16GB/512GB SSD/1.6kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-5571-nx-vpnsv-01v-i5-1135g7-den-s211006749.html?sku=211006749
"Laptop ASUS A515EA-L11171T 90NB0SG1-M17490 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-a515ea-l11171t-i5-1135g7-den-s211010561.html?sku=211010561
"Laptop ASUS UX482EA-KA274T 90NB0S41-M05030 ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.63kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-ux482ea-ka274t-i5-1135g7-xanh-s211010562.html?sku=211010562
"Laptop ASUS UX482EA-KA268T 90NB0S41-M05040 ( 14"" Full HD/Intel Core i7-1165G7/16GB/1TB SSD/Windows 10 Home 64-bit/1.63kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-asus-ux482ea-ka268t-i7-1165g7-xanh-s211010563.html?sku=211010563
"Laptop Dell Alienware M15 Ryzen Edition R5 70262921 ( 15.6"" Full HD/ 165Hz/AMD Ryzen 9 5900HX/16GB/1TB SSD/NVIDIA GeForce RTX 3070/Windows 10 Home 64-bit/2.7kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-dell-alienware-m15-ryzen-edition-r5-70262921-amd-ryzen-9-5900hx-den-s211010564.html?sku=211010564
"Laptop Dell Alienware M15 R6 70262923 ( 15.6"" Quad HD (2K)/ 240Hz/Intel Core i7-11800H/32GB/1TB SSD/NVIDIA GeForce RTX 3070/Windows 10 Home 64-bit/2.7kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-dell-alienware-m15-r6-70262923-i7-11800h-den-s211010565.html?sku=211010565
"Laptop ACER Nitro 5 AN515-57-56S5 NH.QEKSV.001 ( 15.6"" Full HD/ 144Hz/Intel Core i5-11400H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 11 Home/2.2kg)"	https://phongvu.vn/may-tinh-xach-tay-laptop-acer-nitro-5-an515-57-56s5-nh-qeksv-001-i5-11400h-den-s211011617.html?sku=211011617
