Name,Producer,CPU,Ram,Type disk,Capacity,Type GPU,VRAM,Size Display,Relu Display,Price
laptop msi katana gf66 11uc 641vn (core i7-11800h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | ?en),msi,I7,8,1,512,1,4,15.6,1920x1080,29640000
laptop asus vivobook m513ia-ej735t (ryzen 3-4300u | 8gb | 256gb | amd radeon | 15.6-inch fhd | win 10 | b?c),asus,R3,8,1,256,0,0,15.6,1920x1080,15090000
laptop hp envy 13-ba1030tu 2k0b6pa,hp,I7,8,1,512,0,0,13.3,1920x1080,30440000
laptop asus vivobook flip 14 tp470ea-ec029t (core i5-1135g7 | 8gb | 512gb | intel® iris | 14.0 inch fhd | win 10 | b?c),asus,I5,8,0,512,0,0,14,1920x1080,20040000
laptop asus vivobook 15 a515ep-bq498t (core i5-1135g7 | 8gb | 512gb | mx330 2gb | 15.6 inch fhd | win 10 | b?c),asus,I5,8,1,512,1,2,15.6,1920x1080,20445000
laptop dell inspiron 5410 n4i5147w (core i5-1135g7 | 8gb | 512gb | mx350 2gb | 14.0 inch fhd | win 10 | b?c),dell,I5,8,1,512,1,2,14,1920x1080,25190000
laptop asus vivobook x512ja211.vbgb,asus,I7,8,1,1024,0,0,15.6,1920x1080,20790000
laptop asus x415ma-bv451t (celeron n4020 | 4gb | 256gb | intel uhd | 14.0-inch hd | win 10 | b?c),asus,N4020,4,1,256,0,0,14,1920x1080,8094500
laptop gaming asus rog strix g17 g713qm-k4113t (ryzen 7-5800h | 16gb | 512gb | rtx 3060 6gb | 17.3 inch wqhd | win 10),gaming,R7,16,1,512,1,6,17.3,2560x1440,41940000
laptop dell vostro 5502 nt0x01,dell,I5,8,1,512,1,2,15.6,1920x1080,23290000
laptop dell g15 ryzen edition 5515 70258049 (ryzen 7-5800h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | xám),dell,R7,8,1,512,1,4,15.6,1920x1080,14995000
laptop acer nitro 5 eagle an515-57-74rd nh.qd8sv.001 (core i7-11800h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | ?en),acer,I7,8,1,512,1,4,15.6,1920x1080,27790000
laptop acer gaming predator triton 500 se pt516-51s-733t nh.qalsv.001 (core™ i7-11800h | 16gb | 1tb ssd | rtx 3060 6gb | 16 inch wqxga | win 10 | steel gray),acer,I7,16,1,1024,1,6,16,2560x1600,54490000
laptop avita liber v14j-fl ns14a8vnr571-flb fragant lilac (core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10 | tím),avita,I7,8,1,1024,0,0,14,1920x1080,20990000
laptop hp probook 450 g8 2z6l0pa,hp,I5,8,1,256,1,2,15.6,1920x1080,21690000
laptop asus vivobook m513ia-ej283t (r7-4700u | 8gb | 512gb | amd radeon | 15.6-inch fhd | win 10 | b?c),asus,R7,8,1,512,0,0,15.6,1920x1080,18790000
laptop hp probook 450 g8 2z6k6pa,hp,I3,4,1,256,0,0,15.6,1920x1080,14190000
laptop asus vivobook s15 s533eq-bn161t (core i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6 inch fhd | win 10 | ?en),asus,I5,8,1,512,1,2,15.6,1920x1080,21740000
laptop asus vivobook 15 a515ep-bq195t (core i5/ram 8gb/512gb ssd/mx330 2gb/15.6 inch/b?c/win 10),asus,I5,8,1,512,1,2,15.6,1920x1080,20945000
laptop asus vivobook a515ea-bq491t,asus,I3,4,1,512,0,0,15.6,1920x1080,15740000
laptop asus vivobook a515ea-bq489t,asus,I3,4,1,512,0,0,15.6,1920x1080,15490000
laptop asus vivobook a415ea-eb558t (core i3-1115g4 | 8gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | vàng h?ng),asus,I3,8,1,256,0,0,13.3,2560x1600,15440000
laptop asus vivobook a415ea-eb557t (core i3-1115g4 | 8gb | 256gb | intel uhd | 14.0 inch fhd | win 10),asus,I3,8,1,256,0,0,13.3,2560x1600,15640000
laptop asus vivobook flip 14 tp470ea-ec027t (core i3-1115g4 | 4gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | b?c),asus,I3,4,0,512,0,0,14,1920x1080,15640000
laptop dell vostro 5402 v4i5003w gray,dell,I5,8,1,256,0,0,14,1920x1080,20390000
laptop dell inspiron 3501 70234074 (core i5-1135g7 | 8gb | 512gb | mx330 2gb | 15.6 inch fhd | win 10 | ?en),dell,I5,8,0,512,1,2,15.6,1920x1080,21190000
laptop asus vivobook m513ua-ej033t (ryzen 7-5700u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | b?c),asus,R7,8,1,512,0,0,15.6,1920x1080,19140000
laptop asus d415da-ek852t (ryzen 3-3250u | 4gb | 512gb | amd radeon | 14.0 inch fhd | win 10 | b?c),asus,R3,4,0,512,0,0,14,1920x1080,12440000
laptop asus d415da-ek482t (ryzen 3-3250u | 4gb | 512gb | amd radeon | 14.0 inch fhd | win 10 | b?c),asus,R3,4,0,512,0,0,14,1920x1080,12440000
laptop asus e210ma-gj001t (celeron n4020 | 4gb | 128gb | intel uhd | 11.6 inch hd | win 10 | peacock blue),asus,N4020,4,1,128,0,0,11.6,1366x768,6145000
laptop hp zbook firefly 14 g8 mobile workstation 1a2f1av-i5-8g-ddr4-3200 (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 10 pro | b?c),hp,I5,8,1,512,0,0,14,1920x1080,33590000
laptop asus vivobook s433ea-am885t (core i7-1165g7 | 16gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | ?en),asus,I7,16,1,512,0,0,14,1920x1080,23890000
laptop asus zenbook flip 13 ux363ea-hp163t (core i7-1165g7 | 16gb | 512gb | intel® iris | 13.3 inch fhd oled | win 10 | xám),asus,I7,16,1,512,0,0,13.3,1920x1080,33790000
laptop dell inspiron 7400 n4i5134w (core i5-1135g7 | 16gb | 512gb | mx350 2gb | 14.5 inch ips | win 10 | b?c),dell,I5,16,0,512,1,2,14.5,2560x1600,16795000
laptop gaming asus rog strix g17 g713qm-k4183t (ryzen 9-5900hx | 16gb | 512gb | rtx 3060 6gb | 17.3 inch wqhd | win 10),gaming,R9,16,1,512,1,6,17.3,2560x1440,43940000
laptop asus vivobook flip 14 tm420ua-ec022t (ryzen 5-5500u | 8gb | 512gb | amd radeon | 14.0 inch fhd | win 10 | ?en),asus,R5,4,0,512,0,0,14,1920x1080,17040000
laptop asus vivobook flip 14 tm420ia-ec031t,asus,R5,8,1,512,0,0,14,1920x1080,17490000
laptop gigabyte aorus 15p kd 72s1223gh (core i7-11800h | 16gb | 512gb ssd | rtx 3060 6gb | 15.6 inch fhd | win 10 | ?en),gigabyte,I7,16,1,512,1,6,15.6,1920x1080,45940000
laptop gigabyte aorus 15p yd 73s1224gh (core i7-11800h | 16gb | 1tb ssd | rtx 3080 8gb | 15.6 inch fhd | win 10 | ?en),gigabyte,I7,16,1,1024,1,8,15.6,1920x1080,73940000
laptop gigabyte g7 md 71s1223sh (core i7-11800h | 16gb | 512gb | rtx 3050ti 4gb | 17.3 inch fhd | win 10 | ?en),gigabyte,I7,16,1,512,1,4,17.3,1920x1080,53940000
laptop gigabyte aero 15 oled yd 73s1624gh (core i7-11800h | 16gb | 1tb ssd | rtx 3080 8gb | 15.6 inch uhd | win 10 | ?en),gigabyte,I7,16,1,1024,1,8,15.6,3840x2160,76940000
laptop gigabyte aorus 15p xd 73s1224gh (core i7-11800h | 16gb | 1tb ssd | rtx 3070 8gb | 15.6 inch fhd | win 10 | ?en),gigabyte,I7,16,1,1024,1,8,15.6,1920x1080,53944500
laptop gigabyte g5 md 51s1223sh (core i5-11400h | 16gb | 512gb | rtx 3050ti 4gb | 15.6 inch fhd | win 10 | ?en),gigabyte,I5,16,1,512,1,4,15.6,1920x1080,31240000
laptop gigabyte aero 15 oled xd 73s1624gh (core i7-11800h | 16gb | 1tb ssd | rtx 3070 8gb | 15.6 inch uhd | win 10 | ?en),gigabyte,I7,16,1,1024,1,8,15.6,3840x2160,59940000
laptop msi modern 14 b11sb 626vn (core i5-1135g7 | 8gb | 512gb | mx450 2gb | 14 inch fhd | win 10),msi,I5,8,1,512,1,2,14,1920x1080,29945000
laptop fujitsu lifebook e5411/a (core i7-1165g7 | 8gb | 256gb | intel iris | 14.0 inch hd | freedos | ?en),fujitsu,I7,8,0,256,0,0,14,1366x768,27490000
laptop hp 240 g8 3d0e7pa (core i7-1165g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | win 10 | b?c),hp,I7,8,1,256,0,0,14,1920x1080,13495000
laptop asus expertbook b9400cea-kc0558t (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | ?en),asus,I5,8,1,512,0,0,14,1920x1080,28840000
laptop apple macbook air 13.3 inch z12b000br vàng (apple m1),apple,M1,16,1,512,0,0,13.3,2560x1600,37940000
laptop apple macbook air 13.3 inch z128000br b?c (apple m1),apple,M1,16,1,512,0,0,13.3,2560x1600,37940000
laptop dell latitude 7320 42lt732002 (core i7-1185g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | ubuntu | ?en),dell,I7,8,1,256,0,0,13.3,1920x1080,15245000
laptop acer swift 3x sf314-510g-57mr nx.a10sv.004,acer,I5,8,1,512,0,0,14,1920x1080,22490000
laptop dell gaming g7 7500 g7500b - ?en,dell,I7,8,1,512,1,6,15.6,1920x1080,38290000
laptop dell gaming g5 15 5500 70225486,dell,I7,8,0,512,1,6,15.6,1920x1080,33890000
laptop dell gaming g5 15 5500 70225485,dell,I7,8,0,512,1,6,15.6,1920x1080,30340000
laptop dell gaming g5 5500 g5500b (core i7-10750h | 16gb | 512gb | rtx 2070 8gb | 15.6 inch fhd | win 10 | ?en),dell,I7,16,1,512,1,8,15.6,1920x1080,14695000
laptop apple macbook air 13.3 inch z12b000bs vàng (apple m1),apple,M1,16,1,1024,0,0,13.3,2560x1600,43445000
laptop apple macbook air 13.3 inch z128000bs b?c (apple m1),apple,M1,16,1,1024,0,0,13.3,2560x1600,43445000
laptop apple macbook air 13.3 inch z1250004e xám (apple m1),apple,M1,16,1,1024,0,0,13.3,2560x1600,43445000
laptop msi ge76 raider 11uh 490vn,msi,I9,64,1,2048,1,16,17.3,3840x2160,109490000
laptop dell inspiron n5502a p102f002n5502a,dell,I7,8,1,512,1,2,15.6,1920x1080,24940000
laptop asus d515da-ej711t (ryzen 3-3250u | 4gb | 512gb | amd radeon | 15.6-inch fhd | win 10 | b?c),asus,R3,4,1,512,0,0,15.6,1920x1080,12440000
laptop hp probook 450 g8 2z6l2pa (core i7-1165g7 | 8gb | 512gb | mx450 2gb | 15.6 inch fhd | freedos | b?c),hp,I7,8,1,512,1,2,15.6,1920x1080,27490000
laptop hp pavilion 15-eg0508tu 46m07pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win 10 | b?c),hp,I5,8,1,256,0,0,15.6,1920x1080,18240000
laptop hp pavilion 15-eg0506tu 46m04pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | b?c),hp,I5,8,1,512,0,0,15.6,1920x1080,19190000
laptop hp 240 g8 342g7pa (core i3-1005g1 | 4gb | 256gb | intel uhd | 14.0 inch hd | freedos | b?c),hp,I3,4,1,256,0,0,14,1366x768,11890000
laptop msi creator 17 b11uh (core i9-11900h | 32gb | 2tb ssd | rtx 3080 max-q 16gb | 17.3 inch uhd | win 10 | core black),msi,I9,32,1,2048,1,16,17.3,3840x2160,95490000
laptop msi creator 17 b11ug (core i7-11800h | 32gb | 1tb ssd | rtx 3070 max-q 8gb | 17.3 inch uhd | win 10 | core black),msi,I7,32,1,1024,1,8,17.3,3840x2160,66490000
laptop hp 240 g8 3d0a9pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | freedos | b?c),hp,I5,8,1,256,0,0,14,1920x1080,16740000
laptop hp 245 g8 345r8pa (ryzen 5-3500u | 4gb | 256gb | amd radeon | 14.0 inch fhd | win 10 | b?c),hp,R5,4,1,256,0,0,14,1920x1080,14440000
laptop hp 240 g8 3d0f0pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | freedos | b?c),hp,I7,8,1,512,0,0,14,1920x1080,20840000
laptop dell mobile precision workstation m3550 i710810u cto,dell,I7,16,1,256,1,2,15.6,1920x1080,38490000
laptop dell latitude 5420 70251602 (core i5-1145g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | ubuntu | xám),dell,I5,8,0,256,0,0,14,1920x1080,24340000
laptop hp envy x360 convertible 13-ay0069au 171n3pa,hp,R7,8,1,256,0,0,13.3,1920x1080,27690000
laptop hp 245 g8 342g2pa (ryzen 3-3250u | 4gb | 256gb | amd radeon | 14.0 inch hd | win 10 | b?c),hp,R3,4,1,256,0,0,14,1920x1080,11290000
laptop avita liber v14l-pw ns14a8vnr571-pwb pearl white (core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10 | tr?ng),avita,I7,8,1,1024,0,0,14,1920x1080,21490000
laptop hp probook 440 g8 342h3pa (core i5-1135g7/ram 8gb/ 512gb ssd/ intel iris/ 14.0 inch fhd/ freedos/ b?c),hp,I5,8,1,512,0,0,14,1920x1080,20690000
laptop hp probook 455 g8 3g0u6pa (ryzen™ 5-5600u | 4gb | 256gb | amd radeon | 15.6 inch fhd | win 10 | b?c),hp,R5,4,1,256,0,0,15.6,1920x1080,17990000
laptop asus vivobook flip 14 tp470ea-ec123t (core i3-1115g4 | 8gb | 512gb | intel® iris | 14.0 inch fhd | win 10 | b?c),asus,I3,8,0,512,0,0,14,1920x1080,16944500
laptop hp elitebook x360 1030 g8 3g1c4pa (core i7-1165g7 | 16gb | 512gb | intel iris xe | 13.3 inch fhd | c?m ?ng | win 10 | b?c),hp,I7,16,1,512,0,0,13.3,1920x1080,8445000
laptop hp probook 440 g8 2z6j3pa,hp,I5,8,1,256,0,0,14,1366x768,19690000
laptop vgs imperium 2020 bqc71cbdu6000m3s3,vgs,I7,64,0,2048,1,6,15.6,1920x1080,34695000
laptop vgs imperium 2020 bqc71cbdu6000m2s2,vgs,I7,32,0,1024,1,6,15.6,1920x1080,45300000
laptop vgs imperium bqc71bubu6000m1s1,vgs,I7,16,1,512,0,0,15.6,1920x1080,46200000
laptop vgs imperium bqc71abbu6000m3s3,vgs,I7,16,1,512,1,6,15.6,1920x1080,51800000
laptop vgs imperium bqc71aubu6000m3s3,vgs,I7,16,1,512,1,6,15.6,1920x1080,51800000
laptop vgs imperium bqc71bubu6000m2s2,vgs,I7,16,1,512,0,0,15.6,1920x1080,50600000
laptop vgs imperium bqc71bubu6000m3s3,vgs,I7,16,1,512,0,0,15.6,1920x1080,61600000
laptop vgs imperium bqc71aubu6000m1s1,vgs,I7,16,0,512,1,6,15.6,1920x1080,36400000
laptop vgs imperium bqc71abbu6000m2s2,vgs,I7,16,1,512,1,6,15.6,1920x1080,40800000
laptop vgs imperium 2020 bqc71cbdu6000m1s1,vgs,I7,16,0,512,1,6,15.6,1920x1080,37600000
laptop asus rog flow x13 gv301qh-k6054t,asus,R7,16,1,512,1,4,13.4,1080x1920,35195000
laptop avita liber v14r-sw ns14a8vnw561-swab (ryzen 7-3700u | 8gb | 512gb | radeon rx vega | 14.0 inch fhd | win 10 | tr?ng),avita,R7,8,1,512,0,0,14,1920x1080,17495000
laptop asus vivobook d515ua-ej082t (r7-5700u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | b?c),asus,R7,8,1,512,0,0,15.6,1920x1080,8995000
laptop avita liber v14m-ur ns14a8vnr571-urb urban ruby(core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10 | h?ng ??m),avita,I7,8,1,1024,0,0,14,1920x1080,21490000
laptop avita liber v14k-ab ns14a8vnr571-abb angel blue (core i7-10510u | 8gb | 1tb | intel uhd | 14.0 inch fhd | win 10 | blue),avita,I7,8,1,1024,0,0,14,1920x1080,21490000
laptop avita liber v14d-bp ns14a8vnf561-bpb (core i5-10210u | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | h?ng),avita,I5,8,1,512,0,0,14,1920x1080,16890000
laptop avita liber v14e-fl ns14a8vnf561-flb (core i5-10210u | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | tím),avita,I5,8,1,512,0,0,14,1920x1080,16890000
laptop avita liber v14f-ab ns14a8vnf561-abb (core i5-10210u | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | xanh),avita,I5,8,1,512,0,0,14,1920x1080,16890000
laptop avita liber v14g-pw ns14a8vnf561-pwb (core i5-10210u | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | tr?ng),avita,I5,8,1,512,0,0,14,1920x1080,16890000
laptop avita liber v14a-sg ns14a8vnf561-sgb (core i5-10210u | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | xám),avita,I5,8,1,512,0,0,14,1920x1080,16890000
laptop msi ge66 raider 10sfs 474vn,msi,I7,32,1,1024,1,8,15.6,1920x1080,55490000
laptop fujitsu lifebook e559 l00e559vn00000074,fujitsu,I5,4,1,256,0,0,15.6,1366x768,19594500
laptop msi stealth 15m a11sdk 060vn,msi,I7,16,1,512,1,6,15.6,1920x1080,33890000
laptop hp elitebook x360 830 g7 230l5pa,hp,I7,16,1,512,0,0,13.3,1920x1080,41140000
laptop msi ws66 10tk (core i7-10750h | 32gb | 1tb | rtx 3000 6gb | 15.6 inch fhd | win10 pro | ?en),msi,I7,32,1,1024,1,6,15.6,1920x1080,20345000
laptop hp elite dragonfly g2 25w59av (core i7-1165g7 | 16gb | 1tb | intel iris xe | 13.3 inch fhd | win 10 pro | xanh),hp,I7,16,1,1024,0,0,13.3,1920x1080,25995000
laptop hp omen 15-ek0079tx 26y69pa,hp,I7,16,1,1024,1,6,15.6,1920x1080,51990000
laptop hp omen 15-ek0078tx 26y68pa,hp,I7,16,1,1024,1,8,15.6,1920x1080,54240000
laptop msi ge66 raider 10ug-205vn,msi,I7,16,1,2048,1,8,15.6,1920x1080,60990000
laptop msi gp66 leopard 10ue-206vn,msi,I7,16,1,1024,1,6,15.6,1920x1080,45490000
laptop hp probook 450 g8 2z6k7pa,hp,I5,4,1,256,0,0,15.6,1920x1080,38240000
laptop hp probook 440 g8 2z6j4pa,hp,I7,8,1,512,0,0,14,1920x1080,20990000
laptop hp elite dragonfly 6fw25av,hp,I7,16,1,1024,0,0,13.3,1920x1080,52440000
laptop hp 14s-dk1062au 1b9q1pa - natural silver,hp,R3,4,1,512,0,0,13.3,2560x1600,31440000
laptop hp probook 445 g7 1a1a5pa,hp,R5,4,1,256,0,0,14,1920x1080,16240000
laptop hp probook 455 g7 1a1b0pa,hp,R5,8,1,512,0,0,15.6,1920x1080,17890000
laptop hp zbook firefly 14 g7 8vk70av,hp,I5,8,1,256,1,4,14,1920x1080,24695000
laptop hp zbook firefly 14 g7 8vk71av,hp,I7,16,1,512,1,4,14,1920x1080,35400000
laptop hp probook 455 g7 1a1a9pa,hp,R5,4,1,256,0,0,15.6,1920x1080,16190000
laptop hp 340s g7 224l0pa,hp,I3,4,1,512,0,0,14,1366x768,11740000
laptop hp elitebook x360 1030 g7 230p5pa,hp,I7,16,1,512,0,0,13.3,1920x1080,48190000
laptop hp elitebook x360 1040 g7 230p8pa,hp,I7,16,1,512,0,0,14,1920x1080,48190000
laptop hp elitebook 840 g7 1a1j8pa,hp,I5,8,1,256,0,0,14,1920x1080,23695000
laptop hp elitebook x360 830 g7 230l4pa,hp,I5,8,1,512,0,0,13.3,1920x1080,36690000
laptop hp probook 450 g8 2h0v8pa,hp,I5,8,1,512,0,0,15.6,1920x1080,19490000
laptop hp 14s-dq2016tu 2q5w9pa,hp,I5,8,1,512,0,0,14,1920x1080,16440000
laptop hp probook 450 g8 2z6l1pa,hp,I7,8,1,512,0,0,15.6,1920x1080,23340000
laptop dell inspiron 7400 n4i5206w (core i5-1135g7/ ram 8gb/ 512gb ssd/ mx350 2gb/ 14.5 inch ips qhd/ win 10/ b?c),dell,I5,8,0,512,1,2,14.5,2560x1600,11345000
laptop dell xps 15 9500 70221010 (p91f001),dell,I7,16,0,512,1,4,15.6,3840x2400,59490000
laptop apple macbook pro 2020 mxk32sa/a (space grey),apple,I5,8,1,256,0,0,13.3,2560x1600,33990000
laptop ?? h?a conceptd 3 ezel pro cc314-72p-75eg nx.c5ksv.001 (i7 10750h/16gb ram/1tb ssd/quadro™ t1000 4gb/14 inch fhd touch/bút/win10 pro/tr?ng),conceptd,I7,16,1,1024,1,4,14,1920x1080,42495000
laptop ?? h?a conceptd 3 ezel cc314-72g-75sm nx.c5jsv.002 (i7 10750h/16gb ram/1tb ssd/gtx1650ti 4g/14 inch fhd touch/bút/win10 pro/tr?ng),conceptd,I7,16,1,1024,1,4,14,1920x1080,52000000
laptop ?? h?a conceptd 7 ezel pro cc715-91p-x8cx nx.c5fsv.001 ( xeon w-10885m/32gb ram/2tb ssd/rtx™ 5000 16gb/15.6 inch 4k ips touch/win10 pro/tr?ng),conceptd,W10885M,32,1,2048,1,16,15.6,3840x2160,101000000
laptop ?? h?a conceptd 7 ezel cc715-71-7940 nx.c5esv.002 (i7 10875h/32gb ram/1tb ssd/rtx 2060 6gb/15.6 inch 4k ips touch/win10 pro/tr?ng),conceptd,I7,32,1,1024,1,6,15.6,3840x2160,115000000
laptop apple macbook pro 2020 mxk62sa/a (silver),apple,I5,8,1,256,0,0,13.3,2560x1600,33990000
laptop dell mobile precision workstation m5550 i710850h cto,dell,I7,16,1,256,1,4,15.6,1920x1200,64445000
laptop dell mobile precision workstation m7550 i710850h cto,dell,I7,16,1,512,1,,15.6,1920x1080,78400000
laptop asus rog zephyrus s gx502lws-hf070t,asus,I7,16,1,1024,1,8,15.6,1920x1080,60940000
laptop apple macbook pro 2020 mwp72sa/a (silver),apple,I5,16,1,512,0,0,13.3,2560x1600,47290000
laptop apple macbook pro 2020 mwp42sa/a (space grey),apple,I5,16,1,512,0,0,13.3,2560x1600,47290000
laptop asus rog zephyrus duo 15 gx550lxs-hc055r,asus,I9,32,1,1024,1,,15.6,1920x1080,83295000
"laptop asus zenbook ux325ea-kg363t (i5 1135g7/8gb ram/512gb ssd/13.3 fhd/win10/cáp usb to lan,usb c-audio/xám)",asus,I5,8,1,512,0,0,13.3,2560x1600,24149000
laptop asus gaming  rog flow 13 gv301qc-k6029t (r9 5980hs/32gb ram/1tb ssd/13.4 touch /rtx3050 4gb+rtx 3080 16gb c?m ngoài/win10/bút/túi/?en),asus,R9,32,1,1024,0,0,13.4,1920x1080,78999000
laptop lenovo thinkpad x1 gen 9 (20xw0076vn) (i5 1135g7/8gb ram/512gb ssd/14 wuxga/win pro/?en),lenovo,I5,8,1,512,0,0,14,1920x1080,45549000
laptop lenovo legion 7 16achg6 (82n60039vn) (r9 5900hx/32gb ram/1tb ssd/16 qwxga 165hz/rtx3080 16g/win/xám),lenovo,R9,32,1,1024,1,0,16,1920x1080,79899000
laptop acer gaming predator triton 300 (pt315-53-71dj) (nh.qdssv.001) (i7 11800h/16gb ram/512gb ssd/rtx 3070 8g/15.6 inch qhd 165hz/win10/?en) (2021),acer,I7,16,1,512,1,0,15.6,1920x1080,24999500
laptop dell vostro 5510 (70253901) (i5 11300h/8gb ram/512gb ssd/15.6  inch fhd /win10+office/xám) (2021),dell,I5,8,1,512,0,0,15.6,1920x1080,22749000
laptop dell vostro 3400 (70253900) (i5 1135g7/8gb ram/256gb ssd/14.0 inch fhd/win10+office/?en),dell,I5,8,1,256,0,0,14,1920x1080,19094000
laptop dell inspiron 3505 (y1n1t5) (r5 3500u 8gb ram/512gb ssd/15.6 inch fhd/win10+office/?en),dell,R5,8,1,512,0,0,15.6,1920x1080,20739000
laptop dell inspiron 3505 (y1n1t3) (r3 3250u 8gb ram/256gb ssd/15.6 inch fhd/win10+office/?en),dell,R3,8,1,256,0,0,15.6,1920x1080,15739000
laptop dell vostro 15 v3500c (p90f006cbl) (i5 1135g7/8gb ram/512gb ssd/15.6 inch fhd/mx330 2gb/win10+office/?en),dell,I5,8,1,512,0,0,15.6,1920x1080,22739000
laptop dell inspiron n3511a  (p112f001abl) (i3 1115g4/4gb ram/256gb ssd/15.6 inch fhd/win10+office/?en),dell,I3,4,1,256,0,0,15.6,1920x1080,15894000
laptop dell vostro 3500 (i5-1135g7/ 8gb/256gb ssd/ 15.6 inchfhd/ mx330 2g/ubuntu/?en) (nk_b?o hành t?i hacom),dell,I5,8,1,256,1,2,15.6,1920x1080,20494000
laptop dell vostro 5415(v4r55500u015w) (r5 5500u 8gb ram/512gb ssd/14.0 inch fhd/win10+office hs 19/xám) (2021),dell,R5,8,1,512,0,0,14,1920x1080,20839000
laptop acer gaming predator helios 300 ph315-54-74ru (nh.qc1sv.002) (i7 11800h/16gb ram/512gb ssd/rtx3070 8g/15.6 inch qhd 165hz/win 10/?en) (2021),acer,I7,16,1,512,1,0,15.6,1920x1080,45494000
laptop dell inspiron 5415(70262929) (r5 5500u 8gb ram/256gb ssd/14.0 inch fhd/win10+office hs 19/b?c) (2021),dell,R5,8,1,256,0,0,14,1920x1080,20244000
laptop dell vostro 3500 (i3-1115g4/ 4gb/1tb hdd + 128gb ssd/ 15.6 inch hd/ ubuntu/?en) (nk_b?o hành t?i hacom),dell,I3,4,1,1024,0,0,15.6,1920x1080,14149000
laptop dell inspiron 5515 (p106f003asl) (r5 5500u 8gbram/256gb ssd/15.6 inch fhd/win10+office hs 19/b?c) (2021),dell,R5,8,1,256,0,0,15.6,1920x1080,20249000
laptop dell vostro 3400 ((yx51w1) (i5 1135g7/4gb ram/256gb ssd/mx330 2g/14.0 inch fhd/win10/?en),dell,I5,4,1,256,1,2,14,1920x1080,20899000
laptop dell vostro 3400 (v4i7015w) (i7 1165g7 8gbram/512gb ssd/mx330 2g/14.0 inch fhd/win10/?en),dell,I7,8,1,512,1,2,14,1920x1080,24499000
laptop dell vostro 15 3500 (v5i3001w) (i3 1115g4/8gb ram/256gb ssd/15.6 inch fhd/win10/?en),dell,I3,8,1,256,0,0,15.6,1920x1080,15949000
laptop dell latitude 3520 (70251603) (i3 1115g4 4gb ram/256gb ssd/15.6 inch hd/fedora/?en) (2021),dell,I3,4,1,256,0,0,15.6,1920x1080,15349000
laptop dell latitude 3420 (l3420i5ssd) (i5 1135g7 8gb ram/256gb ssd/14.0 inch hd/fedora/?en) (2021),dell,I5,8,1,256,0,0,14,1920x1080,20899000
laptop dell vostro 3500 (7g3982) (i7 1165g7/8gb ram/512gb ssd/mx330 2g/15.6 inch fhd/win10/?en) (hàng thanh lý - m?i 95%),dell,I7,8,1,512,1,2,15.6,1920x1080,22964000
"microsoft surface pro 7 (pvt-00015/rqq-00001) (i7 1065g7/16gb ram/256gb ssd/12.3""/win10 home/?en)(b?o hành t?i hacom)",surface,I7,16,1,256,0,0,12.3,1920x1080,41994000
"microsoft surface pro 7 (puv-00016/puv-00021/rqp-00001) (i5 1035g4/8gb ram/256gb ssd/12.3""/win10 home/?en)(b?o hành t?i hacom)",surface,I5,8,1,256,0,0,12.3,1920x1080,27144000
"microsoft surface pro 7 (i5 1035g4/8gb ram/256gb ssd/12.3""/win10 home/b?c) (b?o hành t?i hacom)",surface,I5,8,1,256,0,0,12.3,1920x1080,27144000
laptop msi prestige 15 a11scx (209vn) (i7 1185g7/16gb/512gb ssd/1650 max q/15.6fhd/win10/xám),msi,I7,16,1,512,1,4,15.6,1920x1080,34834000
surface laptop go (thh-00035)(i5 1035g1/8gb ram/128gb ssd/12.4 c?m ?ng/win 10/vàng)(b?o hành t?i hacom),laptop,I5,8,1,128,0,0,12.4,1920x1080,21714000
