Name,Producer,CPU,Ram,Type disk,Capacity,Type GPU,VRAM,Size Display,Relu Display,Price
laptop hp pavilion 15-eg0540tu 4p5g7pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win 10 | b?c),hp,I5,8,1,256,0,0,15.6,1920x1080,18790000
laptop msi summit e13 flip evo a11mt 211vn (core i7-1185g7 | 16gb | 1tb ssd | intel iris xe | 13.4 inch fhd+ | win 10 | ?en),msi,I7,16,1,1024,0,0,13.4,1920x1200,39340000
laptop msi modern 15 a11mu-678vn (core™ i5-1155g7 | 8gb | 512gb | intel® iris® xe | 15.6 inch fhd | win 10 | gray),msi,I5,8,1,512,0,0,15.6,1920x1080,19290000
laptop acer aspire 5 a514-54-540f nx.a28sv.005 (core i5-1135g7/ram 8gb/ 512gb ssd/intel iris/14.0 inch fhd/win 10/ b?c),acer,I5,8,1,512,0,0,14,1920x1080,18740000
laptop dell inspiron n3511b p112f001bbl (core™ i5-1135g7 | 4gb | 512gb | intel uhd | 15.6-inch fhd | win 10 | office | ?en),dell,I5,4,1,512,0,0,15.6,1920x1080,20540000
laptop hp pavilion 15-eg0539tu 4p5g6pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | b?c),hp,I5,8,1,512,0,0,15.6,1920x1080,19840000
laptop dell vostro 15 3500 7g3982 (core i7-1165g7/ram 8gb/512gb ssd/ mx330 2gb / 15.6 inch fhd/ win 10/ ?en),dell,I7,8,0,512,1,2,15.6,1920x1080,24740000
laptop dell latitude 7320 42lt732001 (core i5-1145g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | ubuntu linux | xám),dell,I5,8,0,256,0,0,13.3,1920x1080,32990000
laptop hp envy 13-ba1535tu 4u6m4pa (core i7-1165g7 | 8gb | 512gb | intel® iris® xe | 13.3 inch fhd | win 10 | vàng),hp,I7,8,1,512,0,0,13.3,1920x1080,29890000
laptop hp pavilion 14-dv0534tu 4p5g3pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 11 | warm gold | phiên b?n m?i win 11),hp,I7,8,1,512,0,0,14,1920x1080,23240000
laptop acer gaming predator triton 300 pt315-53-71dj nh.qdssv.001 (core™ i7-11800h | 16gb | 512gb | rtx 3070 8gb | 15.6 inch qhd | win 10 | ?en),acer,I7,16,1,512,1,8,15.6,2560x1440,50494500
laptop acer aspire 3 a315-57g-31yd nx.hzrsv.008,acer,I3,4,1,256,1,2,15.6,1920x1080,13740000
laptop dell vostro 15 3510 7t2yc1 (core ™ i5-1135g7 | 8gb | 512gb | intel® iris® xe | 15.6-inch fhd | win 10 | office | ?en),dell,I5,8,0,512,0,0,15.6,1920x1080,21840000
laptop hp spectre x360 convertible 13-aw2101tu 2k0b8pa,hp,I7,16,1,1024,0,0,13.3,1920x1080,49140000
laptop dell latitude 7420 42lt742000 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | ubuntu | b?c),dell,I5,8,0,256,0,0,14,1920x1080,34440000
laptop asus rog strix g15 g513qr-hq264t (ryzen 9-5900hx | 16gb | 512gb | rtx 3070 8gb | 15.6 inch fhd | win 10 | xám),asus,R9,16,1,512,1,8,15.6,1920x1080,48790000
laptop lenovo legion 7 16achg6 82n60038vn (ryzen 7-5800h | 16gb | 1tb ssd | rtx 3060 6gb | 16 inch wqxga | win 10 | xám),lenovo,R7,16,1,1024,1,6,16,2560x1600,51840000
laptop hp 14s-dq2544tu 46m22pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch hd | win 10 | b?c),hp,I5,8,1,512,0,0,14,1366x768,17890000
laptop lenovo yoga slim 7 14itl05 82a3002qvn,lenovo,I5,8,1,512,0,0,14,1920x1080,23740000
laptop lenovo yoga slim 7 14itl05 82a300a6vn (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 10 | orchid),lenovo,I7,8,1,512,0,0,14,1920x1080,27840000
laptop hp envy 13-ba1534tu 4u6m3pa (core i7-1165g7 | 16gb | 1tb | intel® iris® xe | 13.3 inch fhd | win 10 | vàng),hp,I7,16,1,1024,0,0,13.3,1920x1080,33490000
laptop hp probook 430 g8 2h0n6pa (core i5-1135g7 | 4gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 | b?c),hp,I5,4,1,256,0,0,13.3,1920x1080,19740000
laptop dell xps 13 9310 70262931 (core i5-1135g7 | 8gb | 256gb | intel® iris® xe | 13.4-inch fhd | c?m ?ng | win 10 | b?c),dell,I5,8,0,256,0,0,13.4,1920x1200,42490000
laptop dell latitude 3420 l3420i3ssd (core i3-1115g4 | 8gb | 256gb | intel uhd | 14.0 inch hd | fedora | ?en),dell,I3,8,1,256,0,0,14,1366x768,17640000
laptop asus rog strix scar 15 g533qr-hq098t (ryzen 9-5900hx | 16gb | 1tb ssd | rtx 3070 8gb | 15.6 wqhd | win 10 | ?en),asus,R9,16,1,1024,1,8,15.6,2560x1440,59490000
laptop gaming asus rog strix scar 15 g533qm-hf089t (ryzen 9-5900hx | 16gb | 1tb | rtx 3060 6gb | 15.6 inch fhd | win 10),gaming,R9,16,1,1024,1,6,15.6,1920x1080,49494500
laptop gaming asus rog strix g15 g513qm-hf389t (ryzen 9-5900hx | 16gb | 512gb | rtx 3060 6gb | 15.6 inch fhd | win 10 | xám),gaming,R9,16,1,512,1,6,15.6,1920x1080,42990000
laptop hp probook 430 g8 2h0n9pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | win 10 | b?c),hp,I5,8,1,512,0,0,13.3,1920x1080,21390000
laptop hp probook 430 g8 2h0n8pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 | b?c),hp,I5,8,1,256,0,0,13.3,1920x1080,20690000
laptop hp probook 430 g8 2h0n7pa (core i5-1135g7 | 4gb | 512gb | intel iris xe | 13.3 inch fhd | win 10 | b?c),hp,I5,4,1,512,0,0,13.3,1920x1080,20790000
laptop hp 340s g7 36a36pa (core i7-1065g7 | 8gb | 256gb | intel iris plus | 14.0 inch fhd | win 10 | xám),hp,I7,8,1,256,0,0,14,1920x1080,21240000
laptop hp 340s g7 36a43pa (core i5-1035g1 | 8gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | xám),hp,I5,8,1,256,0,0,14,1920x1080,17840000
laptop msi prestige 14 a11scx 282vn,msi,I7,8,1,512,1,4,14,1920x1080,32240000
laptop hp 14s-dq2550tu 470d5pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 14 inch hd | win 10 | b?c),hp,I7,8,1,512,0,0,14,1366x768,21240000
laptop asus rog flow x13 gv301qc-k6052t (ryzen 9-5900hs | 16gb | 512gb | rtx 3050 4gb | 13.4 inch fhd | win 10 | ?en),asus,R9,16,1,512,1,4,13.4,1920x1200,39390000
laptop asus rog zephyrus g14 ga401qc-hz100t (ryzen 9-5900hs | 16gb | 512gb | rtx 3050 4gb | 14.0 inch fhd | win 10 | tr?ng),asus,R9,16,1,512,1,4,14,1920x1080,38490000
laptop msi gp76 leopard 11ug 280vn (core i7-11800h | 16gb | 1tb ssd | rtx 3070 8gb | 17.3 inch fhd | win 10 | ?en),msi,I7,16,1,1024,1,8,17.3,1920x1080,52240000
laptop fujitsu lifebook u7411 (core i5-1135g7 | 8gb | 512gb | intel iris |14.0 inch fhd | freedos | ?en),fujitsu,I5,8,0,512,0,0,14,1920x1080,25745000
laptop dell vostro 5410 v4i5214w (core i5-11320h | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | office | xám),dell,I5,8,1,512,0,0,14,1920x1080,23490000
laptop apple macbook pro 2020 mwp52sa/a (space grey),apple,I5,16,1,1024,0,0,13.3,2560x1600,11495000
laptop asus vivobook a515ea-l11171t (core™ i5-1135g7 | 8gb | 512gb | intel® iris® xe | 15.6-inch fhd | win 10 | ?en),asus,I5,8,1,512,0,0,15.6,1920x1080,20390000
laptop asus tuf gaming f15 fx506hcb-hn139t (core i5-11400h | 8gb | 512gb | rtx™ 3050 4gb | 15.6 inch fhd | win 10 | eclipse gray),asus,I5,8,1,512,1,4,15.6,1920x1080,25840000
laptop asus vivobook pro 14 oled m3401qa-km040t (ryzen™ 7-5800h | 8gb | 512gb | amd radeon | 14.0-inch wqxga+ | win 10 | xanh),asus,R7,8,1,512,0,0,14,2880x1800,22940000
laptop asus tuf gaming f15 fx506hcb-hn1138w (core™ i5-11400h | 8gb | 512gb | rtx™ 3050 4gb | 15.6 inch fhd | win 11 | xám),asus,I5,8,1,512,1,4,15.6,1920x1080,26490000
laptop asus vivobook pro 15 oled m3500qc-l1085t (ryzen™ 7-5800h | 16gb | 512gb | rtx™ 3050 4gb | 15.6-inch fhd | win 10 | quiet blue),asus,R7,16,1,512,1,4,15.6,1920x1080,30140000
laptop asus vivobook pro 15 oled m3500qc-l1105t (ryzen™ 5-5600h | 8gb | 512gb | rtx™ 3050 4gb | 15.6-inch fhd | win 10 | quiet blue),asus,R5,8,1,512,1,4,15.6,1920x1080,26790000
laptop msi prestige 15 a11scx 210vn,msi,I7,32,1,1024,1,4,15.6,3840x2160,45840000
laptop dell inspiron 3501 70253897 (core i5-1135g7 | 8gb | 512gb | mx330 2gb | 15.6 inch fhd | win 10 + office | ?en),dell,I5,8,0,512,1,2,15.6,1920x1080,22040000
laptop dell inspiron n3501b p90f002n3501b,dell,I5,4,1,512,0,0,15.6,1920x1080,19240000
laptop asus expertbook b5 flip oled b5302fea-lg0557t (core™ i5-1135g7 | 8gb | 512gb | intel iris xe | 13.3-inch fhd | c?m ?ng | win 10 | ?en),asus,I5,8,1,512,0,0,13.3,1920x1080,24390000
laptop asus expertbook b5 flip oled b5302fea-lg0478t (core™ i5-1135g7 | 8gb | 512gb | intel iris xe | 13.3-inch fhd | c?m ?ng | win 10 | ?en | numpad),asus,I5,8,1,512,0,0,13.3,1920x1080,25090000
laptop msi modern 14 b11sbu 668vn (core™ i5-1155g7 | 8gb | 512gb | mx450 2gb | 14 inch fhd | win 10 | xám),msi,I5,8,1,512,1,2,14,1920x1080,22690000
laptop acer gaming predator triton 500 se pt516-51s-71rw nh.qaksv.001 (core™ i7-11800h | 16gb | 1tb ssd | rtx 3080 8gb | 16 inch wqxga | win 10 | steel gray),acer,I7,16,1,1024,1,8,16,2560x1600,78995000
laptop dell vostro 5510 70253901 (core™ i5-11300h | 8gb | 512gb | intel iris xe | 15.6-inch fhd | win 10),dell,I5,8,0,512,0,0,15.6,1920x1080,22890000
laptop dell vostro 5410 v4i5014w (core i5-11300h | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | xám),dell,I5,8,1,512,0,0,14,1920x1080,23190000
laptop msi modern 15 a10mu-667vn (core™ i5-10210u | 8gb | 512gb | intel uhd | 15.6 inch fhd | win 10 | xám),msi,I5,8,1,512,0,0,15.6,1920x1080,11395000
laptop acer travelmate b3 tmb311-31-p49d nx.vnfsv.005 (pentium® silver n5030 | 4gb | 256gb | intel®uhd | 11.6 inch hd | win 11 | ?en),acer,N5030,4,1,256,0,0,11.6,1366x768,11490000
laptop acer travelmate b3 tmb311-31-c2hb nx.vnfsv.006 (celeron® n4020 | 4gb | 128gb | intel®uhd | 11.6 inch hd | win 11 | ?en),acer,N4020,4,1,128,0,0,11.6,1366x768,10490000
laptop lg gram 2021 17z90p-g.ah78a5 (core i7-1165g7 | 16gb | 1tb ssd | intel iris xe | 17.0 inch wqxga | win 10 | ?en),lg,I7,6,1,1024,0,0,17,2560x1600,53240000
laptop asus tuf dash f15 fx516pc-hn011t (core i5-11300h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | moonlight white),asus,I5,8,0,512,1,4,15.6,1920x1080,25840000
laptop dell latitude 9420 70261781 (core i5-1145g7 | 16gb | 512gb | intel iris xe | 14 inch fhd+ | windows 10 pro | xám),dell,I5,16,1,512,0,0,14,1920x1200,12845000
laptop msi modern 14 b10mw 646vn (core i5-10210u | 8gb | 512gb | intel® uhd | 14 inch fhd | win 10 | xám),msi,I5,8,1,512,0,0,14,1920x1080,17590000
laptop acer gaming nitro 5 an515-55-55e3 nh.q7qsv.002,acer,I5,16,1,512,1,6,15.6,1920x1080,29490000
laptop hp pavilion 15-eg0504tu 46m00pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | vàng),hp,I7,8,1,512,0,0,15.6,1920x1080,23640000
laptop dell inspiron n5515a p106f003asl (ryzen™ 5-5500u | 8gb | 256gb | amd redeon | 15.6 inch fhd | win 10 | office),dell,R5,8,1,512,0,0,15.6,1920x1080,19440000
laptop asus rog strix g15 g513qc-hn015t (ryzen 7-5800h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | xám),asus,R7,8,1,512,1,4,15.6,1920x1080,28240000
laptop gigabyte g5 gd-51s1223sh (core™ i5-11400h | 16gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | ?en),gigabyte,I5,16,1,512,1,4,15.6,1920x1080,27340000
laptop hp victus 16-e0175ax 4r0u8pa (ryzen™ 5-5600h | 8gb | 512gb ssd | rtx 3050 4gb | 16.1 inch fhd | win 10 ),hp,R5,8,1,512,1,4,16.1,1920x1080,24470000
laptop asus tuf dash f15 fx516pc-hn002t (core i5-11300h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | xám),asus,I5,8,0,512,1,4,15.6,1920x1080,26490000
laptop asus rog strix g17 g713qr-k4148t (ryzen 9-5900hx | 16gb | 1tb ssd | rtx 3070 8gb | 17.3 inch wqhd | win 10 | xám),asus,R9,16,1,1024,1,8,17.3,2560x1440,51445000
laptop hp zbook firefly 14 g8 mobile workstation 275w0av (core i7-1165g7 | 16gb | 512gb | t500 4gb | 14 inch fhd | win 10 pro | b?c),hp,I7,16,1,512,1,4,14,1920x1080,39490000
laptop asus zenbook flip 13 evo ux363ea-hp548t (core™ i7-1165g7 | 16gb | 512gb | intel® iris® xe | 13.3 inch fhd | win 10 | xám),asus,I7,16,1,512,0,0,13.3,1920x1080,34490000
laptop hp pavilion 15-eg0509tu 46m08pa (core i3-1125g4 | 4gb | 512gb | intel uhd | 15.6 inch fhd | win 10 | vàng),hp,I3,4,1,512,0,0,15.6,1920x1080,16240000
laptop asus d515da-ej845t (ryzen 3-3250u | 4gb | 512gb | amd radeon | 15.6-inch fhd | win 10 | b?c),asus,R3,4,1,512,0,0,15.6,1920x1080,12740000
laptop gaming asus rog zephyrus g15 ga503qc-hn074t (ryzen 9-5900hs | 16gb | 512gb | rtx™ 3050 4gb | 15.6 inch fhd | win 10 | xám),gaming,R9,16,1,512,1,4,15.6,1920x1080,34490000
laptop hp pavilion 14-dv0510tu 46l79pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 11 | vàng | phiên b?n m?i win 11),hp,I5,8,1,512,0,0,14,1920x1080,19640000
laptop asus zenbook duo 14 ux482ea-ka268t (core™ i7-1165g7 | 16gb | 1tb ssd | intel iris xe | 14.0 inch fhd | win 10 | xanh),asus,I7,16,1,1024,0,0,14,1920x1080,40140000
laptop asus zenbook duo 14 ux482ea-ka274t (core™ i5-1135g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | xanh),asus,I5,8,1,512,0,0,14,1920x1080,33290000
laptop asus vivobook a515ea-bq498t,asus,I5,8,1,512,0,0,15.6,1920x1080,19095000
laptop acer predator helios 300 ph315-54-74ru nh.qc1sv.002 (core i7-11800h | 16gb | 512gb | rtx 3070 8gb | 15.6 inch qhd | win 10 | ?en),acer,I7,16,1,512,1,8,15.6,2560x1440,45490000
laptop dell vostro 3405 70227396,dell,R7,8,0,512,0,0,14,1920x1080,18490000
laptop lenovo thinkpad l13 gen 2 20vh004ava (core™ i7-1165g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | freedos | ?en),lenovo,I7,8,1,512,0,0,13.3,1920x1080,27740000
laptop lenovo v15 g2 itl 82kb00dpvn (core™ i3-1115g4 | 8gb | 256gb | intel uhd | 15.6 inch fhd | win 10 | ?en),lenovo,I3,8,1,256,0,0,15.6,1920x1080,13840000
laptop lenovo v15 g2 itl 82kb00cnvn (core™ i5-1135g7 | 8gb | 512gb | mx350 2gb | 15.6 inch fhd | win 10 | xám),lenovo,I5,8,1,512,1,2,15.6,1920x1080,18840000
laptop msi creator z16 a11uet 218vn (core i9-11900h | 32gb | 1tb ssd | rtx 3060 max-q 6gb | 16 inch qhd+ | win 10 | lunar gray),msi,I9,32,1,1024,1,6,16,2560x1600,66490000
laptop hp 240 g8 519a4pa (core™ i3-1005g1 | 4gb | 256gb | intel® uhd | 14.0 inch hd | win 10 | b?c),hp,I3,4,1,256,0,0,14,1366x768,13490000
laptop asus zephyrus duo 15 se gx551qs-hf103t (ryzen 9-5900hx | 32gb | 1tb + 1tb ssd | rtx 3080 16gb | 15.6-inch fhd | win 10 | ?en),asus,R9,32,1,1024,1,16,15.6,1920x1080,111000000
laptop gaming asus rog zephyrus g15 ga503qr-hq093t (ryzen 9-5900hs | 16gb | 1tb | rtx 3070 8gb | 15.6 inch wqhd | win 10 | eclipse gray),gaming,R9,16,1,1024,1,8,15.6,2560x1440,50940000
laptop asus rog zephyrus duo 15 se gx551qr-hb120t (ryzen 9-5980hx | 32gb | 1tb | rtx 3070 8gb | 15.6 inch uhd | 14.1-inch | win 10 | ?en),asus,R9,32,0,1024,1,8,15.6,1920x1080,84940000
laptop asus rog strix scar 17 g733qs-k4135t (ryzen 9-5900hx | 32gb | 1tb | rtx 3080 16gb | 17.3 inch wqhd | win 10 | ?en),asus,R9,32,1,1024,1,16,17.3,2560x1440,76940000
laptop asus tuf gaming f15 fx506hm-hn018t (core i5-11400h | 8gb | 512gb | rtx 3060 6gb | 15.6inch fhd | win 10 | xám),asus,I5,8,0,512,1,6,15.6,1920x1080,30490000
laptop asus zenbook duo 14 ux482ea-ka081t (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14.0 inch fhd | c?m ?ng | screenpad™ plus | win 10 | celestial blue),asus,I5,8,1,512,0,0,14,1920x1080,32940000
laptop asus zenbook duo 14 ux482ea-ka111t (core i7-1165g7 | 16gb | 1tb ssd | intel iris xe | 14.0 inch fhd | c?m ?ng | screenpad™ plus | win 10 | celestial blue),asus,I7,16,1,1024,0,0,14,1920x1080,39940000
laptop asus vivobook m513ua-l1240t (ryzen 7-5700u | 8gb | 512gb | amd radeon | 15.6 inch fhd | win 10 | b?c),asus,R7,8,1,512,0,0,15.6,1920x1080,20890000
laptop asus vivobook m513ua-l1221t (ryzen 5-5500u | 8gb | 512gb | amd radeon | 15.6 inch fhd-oled | win 10 | b?c),asus,R5,8,1,512,0,0,15.6,1920x1080,18890000
laptop dell inspiron 5410 n4i5547w (core i5-1155g7 | 8gb | 512gb | mx350 2gb | 14.0 inch fhd | c?m ?ng | win 10 | office | b?c),dell,I5,8,1,512,1,2,14,1920x1080,9395000
laptop msi modern 14 b11mo 682vn (core i3-1115g4 | 8gb | 256gb | intel uhd | 14 inch fhd | win 10 | blue stone),msi,I3,8,1,256,0,0,14,1920x1080,15190000
laptop acer swift 3 sf314-511-56g1 nx.ablsv.002 (core i5-1135g7 | 16gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | pure silver),acer,I5,16,1,512,0,0,14,1920x1080,18990000
laptop asus vivobook x515ea-bq1006t (core i3-1115g4 | 4gb | 512gb | intel uhd | 15.6-inch fhd | win 10 | b?c),asus,I3,4,1,512,0,0,15.6,1920x1080,14240000
laptop apple macbook air 13.3 inch z127000de b?c (apple m1),apple,M1,16,1,256,0,0,13.3,2560x1600,32990000
laptop apple macbook air 13.3 inch z124000de xám (apple m1),apple,M1,16,1,256,0,0,13.3,2560x1600,32990000
laptop acer nitro 5 an515-56-51n4 nh.qbzsv.002 (core i5-11300h | 8gb | 512gb | gtx 1650 4gb | 15.6 inch fhd | win 10 | ?en),acer,I5,8,1,512,1,4,15.6,1920x1080,24490000
laptop msi gf63 thin 11uc (core™ i5-11400h | 8gb | 512gb | rtx 3050 4gb | 15.6 inch fhd | win 10 | ?en),msi,I5,8,1,512,0,0,13.3,2560x1600,11995000
laptop dell vostro 5510 70266006 (core™ i5-11320h | 8gb | 512gb | intel iris xe | 15.6-inch fhd | win 10 | office | xám),dell,I5,8,0,512,0,0,15.6,1920x1080,23490000
laptop asus zenbook flip 13 ux363ea-hp130t,asus,I5,8,1,512,0,0,13.3,1920x1080,28490000
laptop asus vivobook x415ea-eb548t (core i5-1135g7 | 4gb | 512gb | intel iris xe | 14.0-inch fhd | win 10 | slate grey),asus,I5,4,1,512,0,0,14,1920x1080,17140000
laptop asus rog flow x13 gv301qc-k6029t (ryzen™ 9-5980hs | 32gb | 1tb ssd | rtx 3050 4gb | 13.4 inch wuxga | c?m ?ng | win 10 | ?en),asus,R9,32,1,1024,1,4,13.4,1920x1200,79940000
laptop asus x415ea-ek675t (core i3-1115g4 | 4gb | 256gb | intel uhd | 14.0-inch fhd | win 10 | b?c),asus,I3,4,1,256,0,0,14,1920x1080,13740000
laptop acer aspire 3 a315-58-55f3 nx.addsv.00a (core™ i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | b?c),acer,I5,8,1,512,0,0,15.6,1920x1080,6745000
laptop lenovo thinkbook 14 g2 itl 20vd0049vn (i5/ram 8gb/512gb ssd/intel iris/14.0 inch/no os/xám),lenovo,I5,8,1,512,0,0,14,1920x1080,19590000
laptop lenovo thinkpad x1 carbon gen 9 20xw009uvn (core™ i7-1165g7 | 8gb | 512gb | intel iris xe | 14 inch wuxga | win 10 | ?en),lenovo,I7,8,1,512,0,0,14,1920x1200,48840000
laptop asus tuf gaming a17 fa706ih-hx180t (ryzen 5-4600h | 8gb | 512gb | gtx 1650 4gb | 17.3 inch fhd | win 10 | gun metal),asus,R5,8,1,512,1,4,17.3,1920x1080,20440000
laptop asus zenbook 14 ux425ea-ki439t (core i7-1165g7 | 16gb | 512gb | intel iris xe | 14.0 inch fhd | win 10 | xám),asus,I7,16,1,512,0,0,14,1920x1080,30340000
laptop hp 240 g8 3d0a4pa (core™ i5-1135g7 | 4gb | 512gb | intel® iris xe | 14.0 inch fhd | win 10 | b?c),hp,I5,4,1,512,0,0,14,1920x1080,17790000
laptop dell inspiron 3501 70234075,dell,I7,8,0,512,1,2,15.6,1920x1080,24540000
laptop dell vostro 3400 70234073 ?en,dell,I5,8,1,256,0,0,14,1920x1080,19090000
laptop hp envy 13-ba1536tu 4u6m5pa (core™ i5-1135g7 | 8gb | 512gb | intel® iris® xe | 13.3 inch fhd | win 10 | vàng),hp,I5,8,1,512,0,0,13.3,1920x1080,24490000
laptop dell latitude 3520 70251603 (core i3-1115g4 | 4gb | 256gb | intel uhd | 15.6 inch hd | fedora | ?en),dell,I3,4,0,256,0,0,15.6,1366x768,15540000
laptop asus zenbook flip s ux371ea-hl701ts,asus,I7,16,1,1024,0,0,13.3,3840x2160,41940000
laptop hp pavilion 14-dv0520tu 46l92pa (core i3-1125g4 | 4gb | 256gb | intel® uhd | 14 inch fhd | win 10 | b?c),hp,I3,4,1,256,0,0,14,1920x1080,15690000
laptop lenovo ideapad 5 14alc05 82lm004dvn (ryzen 7-5700u | 8gb | 512gb | amd radeon | 14.0 inch fhd | win 10 | xám),lenovo,R7,8,1,512,0,0,14,1920x1080,18840000
laptop lenovo ideapad 5 15itl05 82fg016evn (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win 10 | xám),lenovo,I5,8,1,256,0,0,15.6,1920x1080,18740000
laptop lenovo ideapad 3 14itl6 82h700dnvn (core i3-1115g4 | 8gb | 512gb | intel uhd | 14.0 inch fhd | win 10 | xám),lenovo,I3,4,1,512,0,0,14,1920x1080,14840000
laptop lenovo ideapad 3 15itl6 82h800m4vn (core™ i3-1115g4 | 8gb | 256gb | intel uhd | 15.6 inch fhd | win 10),lenovo,I3,8,1,256,0,0,15.6,1920x1080,14490000
laptop hp 15s-fq2602tu 4b6d3pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch hd | win 10 | b?c),hp,I5,8,1,256,0,0,15.6,1920x1080,16890000
laptop dell inspiron 5310 n3i3116w (core i3-1125g4 | 8gb | 256gb | intel uhd | 13.3 inch fhd | win 10 | b?c),dell,I3,8,1,256,0,0,13.3,1920x1080,17490000
laptop hp 245 g8 469w0pa (ryzen™ 3-5300u | 4gb | 512gb | amd radeon | 14.0 inch hd | win 10 | b?c),hp,R3,4,1,512,0,0,14,1366x768,13590000
laptop asus vivobook 14 a415ea-eb360t,asus,I5,8,1,512,0,0,14,1920x1080,19345000
laptop msi modern 14 b10mw 605vn (core i3-10110u | 8gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | xám),msi,I3,8,1,256,0,0,14,1920x1080,14240000
laptop hp victus 16-e0177ax 4r0u9pa (ryzen™ 5-5600h | 8gb | 512gb ssd | gtx 1650 4gb | 16.1 inch fhd | win 10),hp,R5,8,1,512,1,4,16.1,1920x1080,22790000
laptop asus e210ma-gj353t (celeron® n4020 | 4gb | 128gb | intel uhd | 11.6 inch hd | win 10 | peacock blue),asus,N4020,4,1,128,0,0,11.6,1366x768,8240000
laptop msi gf63 thin 10scxr 020vn (i7-10750h/ ram 8gb/ 512gb ssd/ gtx 1650/ 15.6 inch fhd/ win 10/ ?en),msi,I7,8,1,512,1,4,15.6,1920x1080,23140000
laptop dell inspiron 14 5406 tycjn1,dell,I7,8,1,512,1,2,14,1920x1080,30340000
laptop dell inspiron 15 7501 x3mry1,dell,I7,8,0,512,1,4,15.6,1920x1080,33090000
laptop dell inspiron 14 7400 ddxgd1 (core™ i7-1165g7 | 16gb | 512gb | mx350 2gb | 14 inch ips qhd+ | win 10 | b?c),dell,I7,16,0,512,1,2,14,2560x1600,34740000
laptop hp 250 g8 389x8pa (core i3-1005g1 | 4gb | 256gb | intel uhd | 15.6 inch hd | win 10 | xám),hp,I3,4,1,256,0,0,15.6,1366x768,13240000
laptop hp envy 13-ba1537tu 4u6p0pa (core i5-1135g7 | 8gb | 256gb | intel® iris® xe | 13.3 inch fhd | win 10 | vàng),hp,I5,8,1,256,0,0,13.3,1920x1080,23540000
laptop hp pavilion 14-dv0512tu 46l81pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 11 | b?c | phiên b?n m?i win 11),hp,I5,8,1,512,0,0,14,1920x1080,19640000
laptop lenovo ideapad 5 14alc05 82lm00d5vn (ryzen 7-5700u | 8gb | 512gb | amd radeon | 14.0 inch fhd | win 10 | xám),lenovo,R7,8,1,512,0,0,14,1920x1080,18740000
laptop asus vivobook 15 a515ep-bq630t (core™ i7-1165g7 | 8gb | 512gb | mx330 2gb | 15.6 inch fhd | win 10 | b?c),asus,I7,8,1,512,1,2,15.6,1920x1080,23440000
laptop avita liber v14j-fl ns14a9vnv561-sla soft lavender (ryzen™ 5-4500u | 8gb | 512gb | amd radeon | 14.0 inch fhd | win 10),avita,R5,8,1,512,0,0,14,1920x1080,17140000
laptop asus vivobook 15 a515ep-bq196t (core i7/ram 8gb/512gb ssd/mx330 2gb/15.6 inch/b?c/win 10),asus,I7,8,1,512,1,2,15.6,1920x1080,23540000
laptop msi modern 14 b10mw 635vn (core i3-10110u | 8gb | 256gb | intel uhd | 14.0 inch fhd | win 10 | xám),msi,I3,8,1,256,0,0,14,1920x1080,15240000
laptop dell alienware m15 r6 p109f001abl (core™ i7-11800h | 32gb | 1tb | rtx 3060 6gb | 15.6 inch qhd | win 10 | office hs 19 | ?en),dell,I7,32,1,1024,1,6,15.6,2560x1440,39990000
